Study_ID,Author,Year,Source,StudyID,Effect_size_ID,Latitude,Longitude,Abs_lat,Region,Region2,Country,Duration_days,Duration,Shared_first_author,Factor,Stressor,Calcifier,BiologicalResponses,TrophicLevel,Trophic_level,DependentVariable,CalculatedUnit,Species,Phyla,Class,Type,LifeStage,share_organism,Nc,Ne,Xc,Xe,Sc,Se,yi,vi,Main_effect,variance,ci,lci,uci,int_direction,int_type
61,Li et al,2018,Fig 1a,"Li et al, 2018",371a,40.61,-72.39,40.61,Temperate,Temperate,USA,15,short,Li,temp,OW,n,growth,primary producer,primary producer,growth,specific growth rate,Thalassiosira pseudonana,Heterokonta,Coscinodiscophyceae,microalgae,NA,Li et al_2018_Thalassiosira pseudonana,3,3,1.283,1.341,0.031,0.0713,0.044214519,0.001136927,0.077361121,0.000383814,0.022169498,0.055191623,0.099530619,NA,NA
61,Li et al,2018,Fig 1a,"Li et al, 2018",372a,40.61,-72.39,40.61,Temperate,Temperate,USA,15,short,Li,pCO2+temp,interaction,n,growth,primary producer,primary producer,growth,specific growth rate,Thalassiosira pseudonana,Heterokonta,Coscinodiscophyceae,microalgae,NA,Li et al_2018_Thalassiosira pseudonana,3,3,1.283,1.359,0.031,0.0401,0.066967833,0.001539252,0.066967833,0.001539252,0.044396661,0.022571172,0.111364494,neg,ant
61,Li et al,2018,Fig 1a,"Li et al, 2018",373a,40.61,-72.39,40.61,Temperate,Temperate,USA,15,short,Li,pCO2,OA,n,metabolism,primary producer,primary producer,metabolism,dark respiration,Thalassiosira pseudonana,Heterokonta,Coscinodiscophyceae,microalgae,NA,Li et al_2018_Thalassiosira pseudonana,3,3,20.051,23.136,2.057,2.571,0.143110818,0.00762442,0.008095042,0.017027384,0.147662225,-0.139567183,0.155757267,NA,NA
61,Li et al,2018,Fig 1a,"Li et al, 2018",374a,40.61,-72.39,40.61,Temperate,Temperate,USA,15,short,Li,temp,OW,n,metabolism,primary producer,primary producer,metabolism,dark respiration,Thalassiosira pseudonana,Heterokonta,Coscinodiscophyceae,microalgae,NA,Li et al_2018_Thalassiosira pseudonana,3,3,20.051,43.188,2.057,8.226,0.767283651,0.015601013,-0.662953148,0.011221243,0.119871497,-0.782824645,-0.543081651,NA,NA
61,Li et al,2018,Fig 1a,"Li et al, 2018",375a,40.61,-72.39,40.61,Temperate,Temperate,USA,15,short,Li,pCO2+temp,interaction,n,metabolism,primary producer,primary producer,metabolism,dark respiration,Thalassiosira pseudonana,Heterokonta,Coscinodiscophyceae,microalgae,NA,Li et al_2018_Thalassiosira pseudonana,3,3,20.051,40.617,2.057,11.311,-0.204486799,0.045567575,-0.204486799,0.045567575,0.2415591,-0.446045899,0.037072301,pos,add
62,Speights et al,2016,Fig 3,"Speights et al, 2016",376a,40.53,-73.63,40.53,Temperate,Temperate,USA,150,long,Speights,pCO2,OA,y,growth,herbivore,herbivore,growth,wet weight (g),Crassostrea virginica,Mollusca,Bivalvia,oyster,adult,Speights et al_2016_Crassostrea virginica,2,2,0.932,1.019,0.2588,0.4591,0.089244219,0.140046789,-0.004739345,0.099160312,0.436425397,-0.441164742,0.431686052,NA,NA
62,Speights et al,2016,Fig 3,"Speights et al, 2016",377a,40.53,-73.63,40.53,Temperate,Temperate,USA,150,long,Speights,temp,OW,y,growth,herbivore,herbivore,growth,wet weight (g),Crassostrea virginica,Mollusca,Bivalvia,oyster,adult,Speights et al_2016_Crassostrea virginica,2,2,0.932,1.183,0.2588,0.5169,0.238476049,0.134012033,0.150997144,0.095160181,0.427532076,-0.276534932,0.57852922,NA,NA
62,Speights et al,2016,Fig 3,"Speights et al, 2016",378a,40.53,-73.63,40.53,Temperate,Temperate,USA,150,long,Speights,pCO2+temp,interaction,y,growth,herbivore,herbivore,growth,wet weight (g),Crassostrea virginica,Mollusca,Bivalvia,oyster,adult,Speights et al_2016_Crassostrea virginica,2,2,0.932,1.086,0.2588,0.5805,-0.174796582,0.378366431,-0.174796582,0.378366431,0.85250586,-1.027302442,0.677709278,pos,add
63,Bignami et al,2017,Fig 1c,"Bignami et al, 2017",379a,40.53,-73.63,40.53,Temperate,Temperate,USA,5,short,Bignami,pCO2,OA,n,growth,top-predator,predator,growth,growth rate (mm d-1),Rachycentron canadum,Chordata,Actinopterygii,fish,larvae,Bignami et al_2017_Rachycentron canadum,3,3,0.406,0.591,0.1749,0.0866,0.375462858,0.069016625,0.313428254,0.043606588,0.236304231,0.077124023,0.549732485,NA,NA
63,Bignami et al,2017,Fig 1c,"Bignami et al, 2017",380a,40.53,-73.63,40.53,Temperate,Temperate,USA,5,short,Bignami,temp,OW,n,growth,top-predator,predator,growth,growth rate (mm d-1),Rachycentron canadum,Chordata,Actinopterygii,fish,larvae,Bignami et al_2017_Rachycentron canadum,3,3,0.406,0.265,0.1749,0.0814,-0.426623334,0.093310582,-0.521244135,0.050545419,0.254411269,-0.775655404,-0.266832866,NA,NA
63,Bignami et al,2017,Fig 1c,"Bignami et al, 2017",381a,40.53,-73.63,40.53,Temperate,Temperate,USA,5,short,Bignami,pCO2+temp,interaction,n,growth,top-predator,predator,growth,growth rate (mm d-1),Rachycentron canadum,Chordata,Actinopterygii,fish,larvae,Bignami et al_2017_Rachycentron canadum,3,3,0.406,0.327,0.1749,0.1819,-0.165232513,0.203612832,-0.165232513,0.203612832,0.510620229,-0.675852742,0.345387716,neg,add
64,Shukla & Edwards,2017,Fig 2,"Shukla & Edwards, 2017",382a,32.69,-117.26,32.69,Temperate,Sub-tropical,USA,3,short,Shukla & Edwards,pCO2,OA,n,development,primary producer,primary producer,development,germlings prodcution,Macrocystis pyrifera,Ochrophyta,Phaeophyceae,macroalgae,larvae,Shukla & Edwards_2017_Macrocystis pyrifera,10,10,134.34,117.74,35.0064,49.2999,-0.131895096,0.024322732,-0.188731012,0.01704119,0.080910713,-0.269641725,-0.107820299,NA,NA
64,Shukla & Edwards,2017,Fig 2,"Shukla & Edwards, 2017",383a,32.69,-117.26,32.69,Temperate,Sub-tropical,USA,3,short,Shukla & Edwards,temp,OW,n,development,primary producer,primary producer,development,germlings prodcution,Macrocystis pyrifera,Ochrophyta,Phaeophyceae,macroalgae,larvae,Shukla & Edwards_2017_Macrocystis pyrifera,10,10,134.34,38.239,35.0064,11.1375,-1.256517963,0.015273478,-1.380345729,0.011926144,0.067687129,-1.448032858,-1.3126586,NA,NA
64,Shukla & Edwards,2017,Fig 2,"Shukla & Edwards, 2017",384a,32.69,-117.26,32.69,Temperate,Sub-tropical,USA,3,short,Shukla & Edwards,pCO2+temp,interaction,n,development,primary producer,primary producer,development,germlings prodcution,Macrocystis pyrifera,Ochrophyta,Phaeophyceae,macroalgae,larvae,Shukla & Edwards_2017_Macrocystis pyrifera,10,10,134.34,25.157,35.0064,11.1375,-0.286824653,0.05240606,-0.286824653,0.05240606,0.141888379,-0.428713032,-0.144936274,neg,syn
64,Shukla & Edwards,2017,Fig 3,"Shukla & Edwards, 2017",385a,32.69,-117.26,32.69,Temperate,Sub-tropical,USA,77,long,Shukla & Edwards,pCO2,OA,n,survival,primary producer,primary producer,survival,survival (%),Macrocystis pyrifera,Ochrophyta,Phaeophyceae,macroalgae,larvae,Shukla & Edwards_2017_Macrocystis pyrifera,5,5,58.382,55.202,11.632,16.8041,-0.056008439,0.026472495,0.280145614,0.030995593,0.154319584,0.12582603,0.434465198,NA,NA
64,Shukla & Edwards,2017,Fig 3,"Shukla & Edwards, 2017",386a,32.69,-117.26,32.69,Temperate,Sub-tropical,USA,77,long,Shukla & Edwards,temp,OW,n,survival,primary producer,primary producer,survival,survival (%),Macrocystis pyrifera,Ochrophyta,Phaeophyceae,macroalgae,larvae,Shukla & Edwards_2017_Macrocystis pyrifera,5,5,58.382,28.324,11.632,20.6792,-0.723298121,0.114546906,-0.25677525,0.037558479,0.169873278,-0.426648528,-0.086901972,NA,NA
64,Shukla & Edwards,2017,Fig 3,"Shukla & Edwards, 2017",387a,32.69,-117.26,32.69,Temperate,Sub-tropical,USA,77,long,Shukla & Edwards,pCO2+temp,interaction,n,survival,primary producer,primary producer,survival,survival (%),Macrocystis pyrifera,Ochrophyta,Phaeophyceae,macroalgae,larvae,Shukla & Edwards_2017_Macrocystis pyrifera,5,5,58.382,59.538,11.632,27.7876,0.798913701,0.176645715,0.798913701,0.176645715,0.368402546,0.430511155,1.167316247,neg,ant
65,Milner et al,2016,Tab 3,"Milner et al, 2016",388a,37.62,1.07,37.62,Temperate,Temperate,Spain,7,short,Milner,pCO2,OA,y,growth,primary producer,primary producer,growth,growth rate,Emiliania huxleyi,Haptophyta,Prymnesiophyceae,microalgae,NA,Milner et al_2016_Emiliania huxleyi,3,3,0.79,0.77,0.01,0.01,-0.025642431,0.000109631,-0.027702603,0.00037307,0.021857003,-0.049559606,-0.0058456,NA,NA
65,Milner et al,2016,Tab 3,"Milner et al, 2016",389a,37.62,1.07,37.62,Temperate,Temperate,Spain,7,short,Milner,temp,OW,y,growth,primary producer,primary producer,growth,growth rate,Emiliania huxleyi,Haptophyta,Prymnesiophyceae,microalgae,NA,Milner et al_2016_Emiliania huxleyi,3,3,0.79,1.04,0.01,0.03,0.274943047,0.000330777,0.273153972,0.000297075,0.019504216,0.253649756,0.292658188,NA,NA
65,Milner et al,2016,Tab 3,"Milner et al, 2016",390a,37.62,1.07,37.62,Temperate,Temperate,Spain,7,short,Milner,pCO2+temp,interaction,y,growth,primary producer,primary producer,growth,growth rate,Emiliania huxleyi,Haptophyta,Prymnesiophyceae,microalgae,NA,Milner et al_2016_Emiliania huxleyi,3,3,0.79,1.01,0.01,0.05,-0.003627952,0.001203911,-0.003627952,0.001203911,0.039263828,-0.04289178,0.035635876,pos,add
65,Milner et al,2016,Tab 3,"Milner et al, 2016",391a,37.62,1.07,37.62,Temperate,Temperate,Spain,7,short,Milner,pCO2,OA,y,calcification,primary producer,primary producer,calcification,POC production,Emiliania huxleyi,Haptophyta,Prymnesiophyceae,microalgae,NA,Milner et al_2016_Emiliania huxleyi,3,3,10.16,11.49,0.14,0.39,0.12301865,0.000447324,0.114283515,0.001436113,0.042883453,0.071400062,0.157166968,NA,NA
65,Milner et al,2016,Tab 3,"Milner et al, 2016",392a,37.62,1.07,37.62,Temperate,Temperate,Spain,7,short,Milner,temp,OW,y,calcification,primary producer,primary producer,calcification,POC production,Emiliania huxleyi,Haptophyta,Prymnesiophyceae,microalgae,NA,Milner et al_2016_Emiliania huxleyi,3,3,10.16,11.15,0.14,0.16,0.092981056,0.00013193,0.084120366,0.001489811,0.043677828,0.040442538,0.127798194,NA,NA
65,Milner et al,2016,Tab 3,"Milner et al, 2016",393a,37.62,1.07,37.62,Temperate,Temperate,Spain,7,short,Milner,pCO2+temp,interaction,y,calcification,primary producer,primary producer,calcification,POC production,Emiliania huxleyi,Haptophyta,Prymnesiophyceae,microalgae,NA,Milner et al_2016_Emiliania huxleyi,3,3,10.16,12.4,0.14,1.5,-0.016761675,0.005393694,-0.016761675,0.005393694,0.08310719,-0.099868865,0.066345515,pos,add
66,Cole et al,2016,Fig 1,"Cole et al, 2016",394a,-32.42,152.4,32.42,Temperate,Sub-tropical,Australia,4,short,Cole,pCO2,OA,y,growth,herbivore,herbivore,growth,shell length (??m),Ostrea angasi,Mollusca,Bivalvia,oyster,larvae,Cole et al_2016_Ostrea angasi,3,3,291.94,273.29,11.1717,11.0678,-0.066014799,0.00103483,-0.042902209,0.000407087,0.022831743,-0.065733952,-0.020070466,NA,NA
66,Cole et al,2016,Fig 1,"Cole et al, 2016",395a,-32.42,152.4,32.42,Temperate,Sub-tropical,Australia,4,short,Cole,temp,OW,y,growth,herbivore,herbivore,growth,shell length (??m),Ostrea angasi,Mollusca,Bivalvia,oyster,larvae,Cole et al_2016_Ostrea angasi,3,3,291.94,291.94,11.1717,11.1717,0,0.000976248,0.022358442,0.000413003,0.022997046,-0.000638604,0.045355488,NA,NA
66,Cole et al,2016,Fig 1,"Cole et al, 2016",396a,-32.42,152.4,32.42,Temperate,Sub-tropical,Australia,4,short,Cole,pCO2+temp,interaction,y,growth,herbivore,herbivore,growth,shell length (??m),Ostrea angasi,Mollusca,Bivalvia,oyster,larvae,Cole et al_2016_Ostrea angasi,3,3,291.94,286.07,11.1717,5.5252,0.045703034,0.001647299,0.045703034,0.001647299,0.045928437,-0.000225403,0.091631471,neg,add
66,Cole et al,2016,Fig 2,"Cole et al, 2016",397a,-32.42,152.4,32.42,Temperate,Sub-tropical,Australia,13,short,Cole,pCO2,OA,y,development,herbivore,herbivore,development,eyed larvae (%),Ostrea angasi,Mollusca,Bivalvia,oyster,larvae,Cole et al_2016_Ostrea angasi,3,3,33.242,33.242,9.9645,11.6255,0,0.070720068,-0.696903847,0.045253174,0.240724319,-0.937628166,-0.456179528,NA,NA
66,Cole et al,2016,Fig 2,"Cole et al, 2016",398a,-32.42,152.4,32.42,Temperate,Sub-tropical,Australia,13,short,Cole,temp,OW,y,development,herbivore,herbivore,development,eyed larvae (%),Ostrea angasi,Mollusca,Bivalvia,oyster,larvae,Cole et al_2016_Ostrea angasi,3,3,33.242,52.1,9.9645,17.7171,0.449350812,0.068498108,-0.080056496,0.046140743,0.243073568,-0.323130064,0.163017072,NA,NA
66,Cole et al,2016,Fig 2,"Cole et al, 2016",399a,-32.42,152.4,32.42,Temperate,Sub-tropical,Australia,13,short,Cole,pCO2+temp,interaction,y,development,herbivore,herbivore,development,eyed larvae (%),Ostrea angasi,Mollusca,Bivalvia,oyster,larvae,Cole et al_2016_Ostrea angasi,3,3,33.242,9.269,9.9645,2.7689,-1.72648945,0.139012818,-1.72648945,0.139012818,0.421912962,-2.148402412,-1.304576488,pos,ant
66,Cole et al,2016,Fig 4,"Cole et al, 2016",400a,-32.42,152.4,32.42,Temperate,Sub-tropical,Australia,13,short,Cole,pCO2,OA,y,survival,herbivore,herbivore,survival,mortality (%),Ostrea angasi,Mollusca,Bivalvia,oyster,larvae,Cole et al_2016_Ostrea angasi,3,3,95.556,93.3036,6.9282,10.8246,-0.023853771,0.00623876,-0.313689059,0.053837294,0.262565134,-0.576254193,-0.051123925,NA,NA
66,Cole et al,2016,Fig 4,"Cole et al, 2016",401a,-32.42,152.4,32.42,Temperate,Sub-tropical,Australia,13,short,Cole,temp,OW,y,survival,herbivore,herbivore,survival,mortality (%),Ostrea angasi,Mollusca,Bivalvia,oyster,larvae,Cole et al_2016_Ostrea angasi,3,3,95.556,82.222,6.9282,23.0934,-0.150289557,0.028047599,-0.463318397,0.068386231,0.29592372,-0.759242117,-0.167394677,NA,NA
66,Cole et al,2016,Fig 4,"Cole et al, 2016",402a,-32.42,152.4,32.42,Temperate,Sub-tropical,Australia,13,short,Cole,pCO2+temp,interaction,y,survival,herbivore,herbivore,survival,mortality (%),Ostrea angasi,Mollusca,Bivalvia,oyster,larvae,Cole et al_2016_Ostrea angasi,3,3,95.556,36.607,6.9282,47.9397,-0.785329656,0.604198403,-0.785329656,0.604198403,0.87960002,-1.664929676,0.094270364,neg,add
67,Poore et al,2016,Fig 1,"Poore et al, 2016",403a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,pH,OA,n,growth,primary producer,primary producer,growth,growth (%),Zonaria diesingiana,Ochrophyta,Phaeophyceae,macroalgae,NA,Poore et al_2016_Zonaria diesingiana,6,6,10.51,16.156,3.8335,4.1666,0.429964313,0.033258729,0.396869137,0.029893204,0.138346023,0.258523114,0.53521516,NA,NA
67,Poore et al,2016,Fig 1,"Poore et al, 2016",404a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,temp,OW,n,growth,primary producer,primary producer,growth,growth (%),Zonaria diesingiana,Ochrophyta,Phaeophyceae,macroalgae,NA,Poore et al_2016_Zonaria diesingiana,6,6,10.51,3.0272,3.8335,2.9161,-1.244689085,0.176831128,-1.337022158,0.050087137,0.179078542,-1.5161007,-1.157943616,NA,NA
67,Poore et al,2016,Fig 1,"Poore et al, 2016",405a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,pH+temp,interaction,n,growth,primary producer,primary producer,growth,growth (%),Zonaria diesingiana,Ochrophyta,Phaeophyceae,macroalgae,NA,Poore et al_2016_Zonaria diesingiana,6,6,10.51,3.976,3.8335,2.0061,-0.157326124,0.230345197,-0.157326124,0.230345197,0.38403431,-0.541360434,0.226708186,neg,add
67,Poore et al,2016,Fig 1,"Poore et al, 2016",406a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,pH,OA,n,growth,primary producer,primary producer,growth,growth (%),Dilophus intermedia,Ochrophyta,Phaeophyceae,macroalgae,NA,Poore et al_2016_Dilophus intermedia,6,6,22.726,48.215,15.4195,29.3375,0.752160532,0.138432593,0.555065451,0.074644762,0.218615079,0.336450372,0.77368053,NA,NA
67,Poore et al,2016,Fig 1,"Poore et al, 2016",407a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,temp,OW,n,growth,primary producer,primary producer,growth,growth (%),Dilophus intermedia,Ochrophyta,Phaeophyceae,macroalgae,NA,Poore et al_2016_Dilophus intermedia,6,6,22.726,20.729,15.4195,13.5408,-0.091975957,0.147844326,-0.38617837,0.080201444,0.226606071,-0.612784441,-0.159572299,NA,NA
67,Poore et al,2016,Fig 1,"Poore et al, 2016",408a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,pH+temp,interaction,n,growth,primary producer,primary producer,growth,growth (%),Dilophus intermedia,Ochrophyta,Phaeophyceae,macroalgae,NA,Poore et al_2016_Dilophus intermedia,6,6,22.726,27.486,15.4195,20.6859,-0.470017434,0.303951329,-0.470017434,0.303951329,0.441146126,-0.91116356,-0.028871308,pos,ant
67,Poore et al,2016,Fig 1,"Poore et al, 2016",409a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,pH,OA,n,growth,primary producer,primary producer,growth,growth (%),Halopeltis australis,Rhodophyta,Florideophyceae,macroalgae,NA,Poore et al_2016_Halopeltis australis,6,6,32.665,32.817,9.6314,9.2591,0.004642506,0.027757279,-0.172935509,0.018588916,0.109095661,-0.28203117,-0.063839848,NA,NA
67,Poore et al,2016,Fig 1,"Poore et al, 2016",410a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,temp,OW,n,growth,primary producer,primary producer,growth,growth (%),Halopeltis australis,Rhodophyta,Florideophyceae,macroalgae,NA,Poore et al_2016_Halopeltis australis,6,6,32.665,23.516,9.6314,7.7796,-0.328623128,0.032730281,-0.54529501,0.020289901,0.113977837,-0.659272847,-0.431317173,NA,NA
67,Poore et al,2016,Fig 1,"Poore et al, 2016",411a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,pH+temp,interaction,n,growth,primary producer,primary producer,growth,growth (%),Halopeltis australis,Rhodophyta,Florideophyceae,macroalgae,NA,Poore et al_2016_Halopeltis australis,6,6,32.665,14.442,9.6314,7.4097,-0.492182918,0.08987056,-0.492182918,0.08987056,0.23987731,-0.732060228,-0.252305608,neg,syn
67,Poore et al,2016,Fig 1,"Poore et al, 2016",412a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,pH,OA,n,growth,primary producer,primary producer,growth,growth (%),Pterocladia capillacea,Rhodophyta,Florideophyceae,macroalgae,NA,Poore et al_2016_Pterocladia capillacea,6,6,38.136,41.684,7.564,27.8482,0.088958644,0.080944874,-0.155017863,0.069644674,0.211166198,-0.366184061,0.056148335,NA,NA
67,Poore et al,2016,Fig 1,"Poore et al, 2016",413a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,temp,OW,n,growth,primary producer,primary producer,growth,growth (%),Pterocladia capillacea,Rhodophyta,Florideophyceae,macroalgae,NA,Poore et al_2016_Pterocladia capillacea,6,6,38.136,25.123,7.564,22.3467,-0.417374957,0.138422557,-0.752397778,0.08563819,0.234160796,-0.986558574,-0.518236982,NA,NA
67,Poore et al,2016,Fig 1,"Poore et al, 2016",414a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,pH+temp,interaction,n,growth,primary producer,primary producer,growth,growth (%),Pterocladia capillacea,Rhodophyta,Florideophyceae,macroalgae,NA,Poore et al_2016_Pterocladia capillacea,6,6,38.136,12.491,7.564,6.5328,-0.78773402,0.258399053,-0.78773402,0.258399053,0.406748448,-1.194482468,-0.380985572,neg,syn
67,Poore et al,2016,Fig 1,"Poore et al, 2016",415a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,pH,OA,n,growth,primary producer,primary producer,growth,growth (%),Dictyopteris acrostichoides,Ochrophyta,Phaeophyceae,macroalgae,NA,Poore et al_2016_Dictyopteris acrostichoides,6,6,39.389,52.835,9.6485,12.6443,0.29368726,0.019545842,0.043942442,0.011789971,0.086883401,-0.042940959,0.130825843,NA,NA
67,Poore et al,2016,Fig 1,"Poore et al, 2016",416a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,temp,OW,n,growth,primary producer,primary producer,growth,growth (%),Dictyopteris acrostichoides,Ochrophyta,Phaeophyceae,macroalgae,NA,Poore et al_2016_Dictyopteris acrostichoides,6,6,39.389,42.241,9.6485,9.6485,0.069904724,0.018696033,-0.210700148,0.012262241,0.088606457,-0.299306605,-0.122093691,NA,NA
67,Poore et al,2016,Fig 1,"Poore et al, 2016",417a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,pH+temp,interaction,n,growth,primary producer,primary producer,growth,growth (%),Dictyopteris acrostichoides,Ochrophyta,Phaeophyceae,macroalgae,NA,Poore et al_2016_Dictyopteris acrostichoides,6,6,39.389,32.462,9.6485,12.3087,-0.557008399,0.052203423,-0.557008399,0.052203423,0.182822623,-0.739831022,-0.374185776,pos,ant
67,Poore et al,2016,Fig 1,"Poore et al, 2016",418a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,pH,OA,n,growth,primary producer,primary producer,growth,growth (%),Sargassum vestitum,Ochrophyta,Phaeophyceae,macroalgae,NA,Poore et al_2016_Sargassum vestitum,6,6,71.892,62.703,11.4759,12.3577,-0.1367557,0.010720416,-0.30942442,0.007142496,0.067624715,-0.377049135,-0.241799705,NA,NA
67,Poore et al,2016,Fig 1,"Poore et al, 2016",419a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,temp,OW,n,growth,primary producer,primary producer,growth,growth (%),Sargassum vestitum,Ochrophyta,Phaeophyceae,macroalgae,NA,Poore et al_2016_Sargassum vestitum,6,6,71.892,39.82,11.4759,6.1776,-0.590795694,0.008258099,-0.823056266,0.006529532,0.064657882,-0.887714148,-0.758398384,NA,NA
67,Poore et al,2016,Fig 1,"Poore et al, 2016",420a,30.18,-153.08,30.18,Temperate,Sub-tropical,Australia,14,short,Poore,pH+temp,interaction,n,growth,primary producer,primary producer,growth,growth (%),Sargassum vestitum,Ochrophyta,Phaeophyceae,macroalgae,NA,Poore et al_2016_Sargassum vestitum,6,6,71.892,19.279,11.4759,6.621,-0.588597179,0.034389161,-0.588597179,0.034389161,0.148385422,-0.736982601,-0.440211757,neg,syn
68,Manriquez et al ,2016,Fig 2b,"Manriquez et al , 2016",421a,-39.45,-23.54,39.45,Temperate,Temperate,Chile,111,long,Manriquez ,pH,OA,y,growth,meso-predator,predator,growth,body weight change (%),Concholepas concholepas,Mollusca,Gastropoda,snail,juvenile,Manri_quez et al _2016_Concholepas concholepas,10,10,0.6159,0.4275,0.2176,0.1489,-0.365130324,0.024613953,-0.349030234,0.010544451,0.063645552,-0.412675786,-0.285384682,NA,NA
68,Manriquez et al ,2016,Fig 2b,"Manriquez et al , 2016",422a,-39.45,-23.54,39.45,Temperate,Temperate,Chile,111,long,Manriquez ,temp,OW,y,growth,meso-predator,predator,growth,body weight change (%),Concholepas concholepas,Mollusca,Gastropoda,snail,juvenile,Manri_quez et al _2016_Concholepas concholepas,10,10,0.6159,0.663,0.2176,0.1138,0.073690377,0.015428547,0.086436168,0.009985565,0.061935891,0.024500277,0.148372059,NA,NA
68,Manriquez et al ,2016,Fig 2b,"Manriquez et al , 2016",423a,-39.45,-23.54,39.45,Temperate,Temperate,Chile,111,long,Manriquez ,pH+temp,interaction,y,growth,meso-predator,predator,growth,body weight change (%),Concholepas concholepas,Mollusca,Gastropoda,snail,juvenile,Manri_quez et al _2016_Concholepas concholepas,10,10,0.6159,0.4746,0.2176,0.1834,0.030827678,0.042492988,0.030827678,0.042492988,0.127765826,-0.096938148,0.158593504,neg,add
68,Manriquez et al ,2016,Fig 2c,"Manriquez et al , 2016",424a,-39.45,-23.54,39.45,Temperate,Temperate,Chile,111,long,Manriquez ,pH,OA,y,calcification,meso-predator,predator,calcification,calcification rate,Concholepas concholepas,Mollusca,Gastropoda,snail,juvenile,Manri_quez et al _2016_Concholepas concholepas,10,10,0.7777,0.4934,0.2378,0.0914,-0.455020642,0.012781319,-0.428075317,0.006379493,0.04950501,-0.477580327,-0.378570307,NA,NA
68,Manriquez et al ,2016,Fig 2c,"Manriquez et al , 2016",425a,-39.45,-23.54,39.45,Temperate,Temperate,Chile,111,long,Manriquez ,temp,OW,y,calcification,meso-predator,predator,calcification,calcification rate,Concholepas concholepas,Mollusca,Gastropoda,snail,juvenile,Manri_quez et al _2016_Concholepas concholepas,10,10,0.7777,0.9019,0.2378,0.1138,0.148162803,0.01094183,0.167713502,0.00629721,0.049184715,0.118528787,0.216898217,NA,NA
68,Manriquez et al ,2016,Fig 2c,"Manriquez et al , 2016",426a,-39.45,-23.54,39.45,Temperate,Temperate,Chile,111,long,Manriquez ,pH+temp,interaction,y,calcification,meso-predator,predator,calcification,calcification rate,Concholepas concholepas,Mollusca,Gastropoda,snail,juvenile,Manri_quez et al _2016_Concholepas concholepas,10,10,0.7777,0.6013,0.2378,0.1964,0.04961097,0.025041841,0.04961097,0.025041841,0.098081974,-0.048471004,0.147692944,neg,add
68,Manriquez et al ,2016,Fig 4,"Manriquez et al , 2016",427a,-39.45,-23.54,39.45,Temperate,Temperate,Chile,111,long,Manriquez ,pH,OA,y,metabolism,meso-predator,predator,metabolism,metabolic rate,Concholepas concholepas,Mollusca,Gastropoda,snail,juvenile,Manri_quez et al _2016_Concholepas concholepas,10,10,0.3482,0.4241,0.0873,0.1799,0.197192249,0.02427987,0.017124893,0.019190649,0.085861981,-0.068737088,0.102986874,NA,NA
68,Manriquez et al ,2016,Fig 4,"Manriquez et al , 2016",428a,-39.45,-23.54,39.45,Temperate,Temperate,Chile,111,long,Manriquez ,temp,OW,y,metabolism,meso-predator,predator,metabolism,metabolic rate,Concholepas concholepas,Mollusca,Gastropoda,snail,juvenile,Manri_quez et al _2016_Concholepas concholepas,10,10,0.3482,0.6534,0.0873,0.2454,0.629412472,0.020391527,-0.480084717,0.016773209,0.080272012,-0.560356729,-0.399812705,NA,NA
68,Manriquez et al ,2016,Fig 4,"Manriquez et al , 2016",429a,-39.45,-23.54,39.45,Temperate,Temperate,Chile,111,long,Manriquez ,pH+temp,interaction,y,metabolism,meso-predator,predator,metabolism,metabolic rate,Concholepas concholepas,Mollusca,Gastropoda,snail,juvenile,Manri_quez et al _2016_Concholepas concholepas,10,10,0.3482,0.5948,0.0873,0.3109,-0.291156534,0.065706632,-0.291156534,0.065706632,0.15887687,-0.450033404,-0.132279664,pos,ant
69,Small et al,2016,Fig 1a,"Small et al, 2016",430a,50.32,-4.56,50.32,Temperate,Temperate,Canada,35,long,Small,pCO2,OA,y,survival,top-predator,predator,survival,survival (%),Homarus gammarus,Arthropoda,Malacostraca,lobster,juvenile,Small et al_2016_Homarus gammarus,6,6,100,83.777,0.0024,23.809,-0.177011679,0.013461128,-0.113829611,0.004047453,0.050906279,-0.16473589,-0.062923332,NA,NA
